workflow_log_id,complaint_id,old_status,new_status,action_type,action_by,action_note,action_datetime,ip_address
9da60690-79b9-470c-bdc7-487eb4eb059d,4b5f6dad-c302-4eb4-910f-f7d892d71058,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000020,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-04-26 00:58:00,192.168.9.220
5ea5a267-2813-4ad9-a336-c1b40e37cdff,4b5f6dad-c302-4eb4-910f-f7d892d71058,IN_PROGRESS,RESOLVED,RESOLVED,00000001-0000-0000-0000-000000000020,ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-04-26 04:58:00,192.168.6.87
1994b6f2-10dd-420b-9b95-9e96286fce6b,79ff1246-8559-44a8-b0ee-76e9da7b2b65,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000034,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-01-26 09:08:08,192.168.6.195
7608b4ac-c99a-404e-98ef-45b59d62f11a,79ff1246-8559-44a8-b0ee-76e9da7b2b65,IN_PROGRESS,RESOLVED,RESOLVED,00000001-0000-0000-0000-000000000034,ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-01-27 05:08:08,192.168.5.95
c1654268-1bb8-4c40-b3d0-bc9ec115d2a0,79ff1246-8559-44a8-b0ee-76e9da7b2b65,RESOLVED,CLOSED,CLOSED,00000001-0000-0000-0000-000000000468,ปิดเรื่องร้องเรียน ผู้ร้องเรียนยืนยันการแก้ไขเรียบร้อย,2025-01-28 01:08:08,192.168.8.185
a6dfc069-1ca7-4cf3-88c3-4869dc64f8f0,955fb3a8-cbfb-4128-a5e4-61713fda9c87,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000011,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-04-18 05:15:14,192.168.6.44
6e542359-51c8-442a-ab29-96ea4b2c5db3,955fb3a8-cbfb-4128-a5e4-61713fda9c87,IN_PROGRESS,RESOLVED,RESOLVED,00000001-0000-0000-0000-000000000011,ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-04-18 22:15:14,192.168.7.24
f5ddf510-7f26-4ace-b99c-20204fcf2753,955fb3a8-cbfb-4128-a5e4-61713fda9c87,RESOLVED,CLOSED,CLOSED,00000001-0000-0000-0000-000000000242,ปิดเรื่องร้องเรียน ผู้ร้องเรียนยืนยันการแก้ไขเรียบร้อย,2025-04-19 15:15:14,192.168.5.222
d3bde1eb-6d35-412d-a370-9c3ae15b3560,a0944149-4468-4ee4-9282-7af8773bde20,PENDING,PENDING,CREATED,00000001-0000-0000-0000-000000000220,รับเรื่องร้องเรียนเข้าระบบอัตโนมัติผ่าน LINE OA,2025-01-08 17:31:13,192.168.1.113
bb489502-fca0-4a62-98d8-5f47c19409f8,78f79386-c468-4166-8cb2-bf3c25426d5e,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000030,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-04-15 05:55:46,192.168.3.225
2a974efc-8c00-46b3-a7b6-dae60abc0fb4,6009a441-02eb-4493-846c-e8a13c73eed0,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000034,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-04-29 05:28:51,192.168.1.119
4edcca83-6171-406b-9177-db16d393ec79,6009a441-02eb-4493-846c-e8a13c73eed0,IN_PROGRESS,RESOLVED,RESOLVED,00000001-0000-0000-0000-000000000034,ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-04-29 14:28:51,192.168.3.38
b53868c1-0760-4846-83cc-a74bb22524e2,752cb461-6dc0-4552-b663-c03b027925fa,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000016,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-06-03 00:00:24,192.168.1.92
0ecaa8c2-c43a-42da-b540-b2dd3ff6f3ea,752cb461-6dc0-4552-b663-c03b027925fa,IN_PROGRESS,RESOLVED,RESOLVED,00000001-0000-0000-0000-000000000016,ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-06-03 16:00:24,192.168.4.65
3730ba2e-10ed-4a37-92e4-37f0056da605,e7ad0708-e875-48f0-91cf-05e0503ac6e4,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000012,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-06-02 05:30:32,192.168.3.249
0b80cd9f-7dac-43e0-a293-e77fbc441b4c,e7ad0708-e875-48f0-91cf-05e0503ac6e4,IN_PROGRESS,RESOLVED,RESOLVED,00000001-0000-0000-0000-000000000012,ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-06-02 07:30:32,192.168.7.204
e2f5cba5-84a1-46d0-befa-c897f6752a84,e7ad0708-e875-48f0-91cf-05e0503ac6e4,RESOLVED,CLOSED,CLOSED,00000001-0000-0000-0000-000000000082,ปิดเรื่องร้องเรียน ผู้ร้องเรียนยืนยันการแก้ไขเรียบร้อย,2025-06-02 09:30:32,192.168.4.73
f8553944-7255-472d-872a-b3c6cecf4af7,fa7b1207-e071-42c7-b456-658ea138c1d7,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000020,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-05-20 20:42:37,192.168.1.126
ee7ded68-31ab-4aae-aa05-d8627fd28a32,fa7b1207-e071-42c7-b456-658ea138c1d7,IN_PROGRESS,RESOLVED,RESOLVED,00000001-0000-0000-0000-000000000020,ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-05-21 10:42:37,192.168.1.213
32ce230c-0997-4607-89db-8aa168f4fba6,81a1355d-9037-4cf9-aa78-2a46f0800e03,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000015,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-06-02 10:36:06,192.168.6.26
8d8369cd-f0c4-4c04-81c2-62fc125982ae,81a1355d-9037-4cf9-aa78-2a46f0800e03,IN_PROGRESS,RESOLVED,RESOLVED,00000001-0000-0000-0000-000000000015,ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-06-03 08:36:06,192.168.10.244
63126a6b-459a-4b14-936e-36a304237835,f3c972b7-3d97-4596-9ed4-6f476068b63e,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000023,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-05-21 20:51:41,192.168.2.43
f329fd59-5373-4a06-8373-acda89570277,f3c972b7-3d97-4596-9ed4-6f476068b63e,IN_PROGRESS,RESOLVED,RESOLVED,00000001-0000-0000-0000-000000000023,ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-05-22 18:51:41,192.168.2.196
d746df27-b54b-4948-9129-f53cab72f574,721c8404-8d32-43fa-b899-64fc5fb38048,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000011,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-05-08 00:54:16,192.168.2.81
bc9292f2-898e-407b-94af-b019817bdf57,721c8404-8d32-43fa-b899-64fc5fb38048,IN_PROGRESS,RESOLVED,RESOLVED,00000001-0000-0000-0000-000000000011,ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-05-08 09:54:16,192.168.6.54
c089ae55-6ba5-4670-b647-d3c55f20a0c4,2cc62d69-9006-4f6c-b9cc-0fe86ec52c92,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000015,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-06-07 00:35:45,192.168.2.97
b78af3cb-0235-4aed-9daa-a97c0b41988c,2cc62d69-9006-4f6c-b9cc-0fe86ec52c92,IN_PROGRESS,RESOLVED,RESOLVED,00000001-0000-0000-0000-000000000015,ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-06-07 08:35:45,192.168.2.91
720d5fe7-232b-44ce-a560-142d3f9aff5a,2cc62d69-9006-4f6c-b9cc-0fe86ec52c92,RESOLVED,CLOSED,CLOSED,00000001-0000-0000-0000-000000000377,ปิดเรื่องร้องเรียน ผู้ร้องเรียนยืนยันการแก้ไขเรียบร้อย,2025-06-07 16:35:45,192.168.4.197
28cc840a-09d6-4386-ad41-245d305c2432,62badf16-6ae1-4bde-83b9-e56d1fe7159e,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000025,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-03-27 01:02:57,192.168.9.52
c20d0a1e-2928-48f5-aed3-a6acc6d0600d,b8da7d2a-2131-4158-a0df-aef3d03bdd1e,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000021,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-02-14 08:47:59,192.168.3.54
e97cc597-857a-4b3b-9195-118cbfc3b1ef,bbf0019d-0877-465d-a50e-f6ad00d7f121,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000014,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-06-16 10:52:50,192.168.8.155
c8c5996e-715e-4124-9108-570dd8f2a3f1,bbf0019d-0877-465d-a50e-f6ad00d7f121,IN_PROGRESS,RESOLVED,RESOLVED,00000001-0000-0000-0000-000000000014,ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-06-17 10:52:50,192.168.7.79
e8142537-c4ab-4cca-bd05-584cf35ffffe,fbf6ebb6-79a3-4395-9e33-6ebe3b86569e,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000018,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-06-18 18:01:07,192.168.10.175
7c5eae85-7baa-4d06-aade-9e5ca8fbecd8,fbf6ebb6-79a3-4395-9e33-6ebe3b86569e,IN_PROGRESS,RESOLVED,RESOLVED,00000001-0000-0000-0000-000000000018,ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-06-19 02:01:07,192.168.2.45
891fff59-60bf-4058-ba65-baed9db8e434,d5c968d7-4153-4e80-9e85-bbc862d04dd4,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000026,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-01-14 20:59:51,192.168.3.59
bad82f01-95ea-477f-9666-3ebc6df3ac05,d5c968d7-4153-4e80-9e85-bbc862d04dd4,IN_PROGRESS,RESOLVED,RESOLVED,00000001-0000-0000-0000-000000000026,ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-01-15 16:59:51,192.168.8.201
adc724c3-41d4-456b-9831-706ba9894b3d,cbb66a34-6f23-42a5-8605-1a7e92ea240d,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000011,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-03-24 03:08:12,192.168.1.57
68c50ed1-b2bc-4f6a-ab26-8395645814d3,cbb66a34-6f23-42a5-8605-1a7e92ea240d,IN_PROGRESS,RESOLVED,RESOLVED,00000001-0000-0000-0000-000000000011,ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-03-24 20:08:12,192.168.6.73
f64d8ee6-1fbc-4485-b21a-2224c3a4646e,e5a7c1b6-4094-47b2-a585-83ca2fbafa67,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000015,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-04-15 17:32:30,192.168.8.19
e0fe88bf-9232-4ead-8c05-06dd4812d786,e5a7c1b6-4094-47b2-a585-83ca2fbafa67,IN_PROGRESS,RESOLVED,RESOLVED,00000001-0000-0000-0000-000000000015,ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-04-15 19:32:30,192.168.10.160
f9245830-37fe-468b-95cd-fe313b4ed0b9,e5a7c1b6-4094-47b2-a585-83ca2fbafa67,RESOLVED,CLOSED,CLOSED,00000001-0000-0000-0000-000000000215,ปิดเรื่องร้องเรียน ผู้ร้องเรียนยืนยันการแก้ไขเรียบร้อย,2025-04-15 21:32:30,192.168.10.61
935c20ab-b234-438d-a59f-64216b6c05c5,1447119d-d350-48e7-aca2-527c5e82e846,PENDING,PENDING,CREATED,00000001-0000-0000-0000-000000000176,รับเรื่องร้องเรียนเข้าระบบอัตโนมัติผ่าน LINE OA,2025-06-21 15:04:29,192.168.7.205
cf553b77-1c9e-4fb7-86ef-f5f66a0f28fe,cae41ccc-17f2-4f53-a13c-33501466f948,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000013,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-02-23 16:03:35,192.168.8.99
1411e8b6-ee55-42e5-9463-2c8c01175392,cae41ccc-17f2-4f53-a13c-33501466f948,IN_PROGRESS,RESOLVED,RESOLVED,00000001-0000-0000-0000-000000000013,ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-02-23 19:03:35,192.168.1.20
be8799d3-aed9-4940-9a39-99052858604f,cae41ccc-17f2-4f53-a13c-33501466f948,RESOLVED,CLOSED,CLOSED,00000001-0000-0000-0000-000000000163,ปิดเรื่องร้องเรียน ผู้ร้องเรียนยืนยันการแก้ไขเรียบร้อย,2025-02-23 22:03:35,192.168.6.174
e1834ec1-c905-4389-a64a-7c16f57c7f4e,2c6ac739-cbe3-4366-9938-8e9dcde362fa,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000026,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-06-16 14:48:15,192.168.5.195
ad478f76-51fe-4ed6-9e41-096fdc8e31ce,2c6ac739-cbe3-4366-9938-8e9dcde362fa,IN_PROGRESS,RESOLVED,RESOLVED,00000001-0000-0000-0000-000000000026,ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-06-16 16:48:15,192.168.4.135
7fc353b5-d00e-49bf-ad96-70e1f7a26dc3,99973877-7931-45e6-9651-18d930361a06,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000018,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-03-24 08:13:04,192.168.3.133
d222345b-53ab-4746-a4df-0f8b465168d9,df45d77f-3bac-414d-bee4-79be2e872a09,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000024,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-06-11 13:54:57,192.168.2.68
3960d907-cdf2-4db6-93c8-255afd69bd55,df45d77f-3bac-414d-bee4-79be2e872a09,IN_PROGRESS,RESOLVED,RESOLVED,00000001-0000-0000-0000-000000000024,ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-06-12 09:54:57,192.168.2.54
9fbd5d9a-3551-48bc-b8ad-9750d912ec7c,b774d643-1eb9-4968-9db5-d0220a59a8e2,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000022,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-01-14 14:42:01,192.168.8.7
3727325e-f0b3-4e7c-ba50-f760848a30e3,b5ec2fc1-bec2-43b2-9578-11be6308c839,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000013,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-04-26 06:26:16,192.168.10.27
c55b4aa6-3061-4bcc-aed2-a49fff74ece0,b5ec2fc1-bec2-43b2-9578-11be6308c839,IN_PROGRESS,RESOLVED,RESOLVED,00000001-0000-0000-0000-000000000013,ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-04-26 15:26:16,192.168.8.150
e18f19aa-3a46-43e0-ad8d-5f2432be4006,3ee50270-cda5-4198-9d18-b1e359f58d78,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000015,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-05-08 15:42:07,192.168.1.230
7e170ebe-7df1-4037-80cd-65fda4f2f2e5,3ee50270-cda5-4198-9d18-b1e359f58d78,IN_PROGRESS,PAUSED,PAUSED,00000001-0000-0000-0000-000000000015,พักการดำเนินการชั่วคราว รอข้อมูลเพิ่มเติมจากผู้ร้องเรียน,2025-05-08 23:42:07,192.168.4.34
b1b559ab-e390-4c9c-ac31-b39d6300d422,e3f6e2df-c3c5-451c-ac52-1ee6ac8dfa51,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000012,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-06-19 20:24:25,192.168.2.13
05d3ba05-a527-4454-a2a3-c2f1ba1a97b5,67acedf7-5c14-42fe-9fb0-00d3f913a346,PENDING,PENDING,CREATED,00000001-0000-0000-0000-000000000323,รับเรื่องร้องเรียนเข้าระบบอัตโนมัติผ่าน LINE OA,2025-04-12 13:41:21,192.168.9.215
7ffa011b-d478-4da7-8550-0829a70f6ed3,42c40196-a6df-4fef-a8e4-2200e66f2717,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000029,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-06-10 09:58:34,192.168.9.234
359b0236-d4f9-4adb-8eab-04e45c7c0b96,274ed400-fe72-4977-96f8-73011a3b6b87,PENDING,REJECTED,REJECTED,00000001-0000-0000-0000-000000000011,ปฏิเสธเรื่องร้องเรียน เนื่องจากไม่อยู่ในขอบเขตความรับผิดชอบ,2025-05-22 18:01:31,192.168.10.240
85ecaf63-637d-47c4-8fc8-6691be672a4b,2da12eac-527a-4657-b26b-ba75ab1d5780,PENDING,PENDING,CREATED,00000001-0000-0000-0000-000000000536,รับเรื่องร้องเรียนเข้าระบบอัตโนมัติผ่าน LINE OA,2025-02-09 06:31:35,192.168.6.177
8b928b8a-b547-4a94-83ba-86f4a5c0f213,0b27362b-8ad4-44bc-a6db-b77436066d4c,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000014,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-03-19 19:35:33,192.168.6.150
68a43de3-c417-4057-ad85-edb13712b23c,0b27362b-8ad4-44bc-a6db-b77436066d4c,IN_PROGRESS,RESOLVED,RESOLVED,00000001-0000-0000-0000-000000000014,ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-03-20 03:35:33,192.168.8.39
66d2b9fb-3ceb-4624-b1b9-d3fac950b66c,61108520-2ce2-4b15-8a1d-a6d423f078c1,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000015,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-06-06 16:47:30,192.168.2.212
d62b38f3-dd93-4d9c-b801-bac34e5328ca,61108520-2ce2-4b15-8a1d-a6d423f078c1,IN_PROGRESS,RESOLVED,RESOLVED,00000001-0000-0000-0000-000000000015,ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-06-07 00:47:30,192.168.3.235
cb5b161f-36b2-48f0-a518-c4ac12ca2321,61108520-2ce2-4b15-8a1d-a6d423f078c1,RESOLVED,CLOSED,CLOSED,00000001-0000-0000-0000-000000000537,ปิดเรื่องร้องเรียน ผู้ร้องเรียนยืนยันการแก้ไขเรียบร้อย,2025-06-07 08:47:30,192.168.4.231
63ecf695-a680-45c4-9927-25954abb3335,0961b131-b7d7-487a-b9f0-71e6397c575e,PENDING,PENDING,CREATED,00000001-0000-0000-0000-000000000334,รับเรื่องร้องเรียนเข้าระบบอัตโนมัติผ่าน LINE OA,2025-03-06 09:48:31,192.168.10.220
6e1e4ed8-3025-42e4-b009-756376c1fd10,ddcb4f69-ec92-44fa-914e-ad8e56da6c19,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000012,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-01-17 02:40:43,192.168.8.167
c2b2c64d-1dca-42de-9faf-71590e484770,ddcb4f69-ec92-44fa-914e-ad8e56da6c19,IN_PROGRESS,RESOLVED,RESOLVED,00000001-0000-0000-0000-000000000012,ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-01-17 23:40:43,192.168.6.252
bf4ade76-54a2-455e-a6dc-a9de61506c5c,2b39d9eb-383f-4643-bde9-7ed5aa5ea85b,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000024,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-04-29 10:27:19,192.168.9.140
71cd81dd-2bb9-4a37-87d5-d1bb26a0732c,2b39d9eb-383f-4643-bde9-7ed5aa5ea85b,IN_PROGRESS,RESOLVED,RESOLVED,00000001-0000-0000-0000-000000000024,ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-04-30 06:27:19,192.168.7.73
3180f847-17a0-4d1b-ad81-a0b33393653c,5c4e762b-1216-4576-a23a-bbac1cb0947e,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000014,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-02-14 16:38:30,192.168.5.166
34e97133-17f6-496e-9f9d-cb9bf2127c39,13407b96-f6b7-4eea-b9a2-d08cf1aaee07,PENDING,IN_PROGRESS,ASSIGNED,00000001-0000-0000-0000-000000000020,มอบหมายงานให้เจ้าหน้าที่ดำเนินการ,2025-06-14 17:14:41,192.168.10.113
