complaint_id,complaint_no,tenant_id,channel_id,user_id,category_id,subcategory_id,priority_id,latitude,longitude,district,province,location_text,geocoded_at,location_accuracy,current_status_id,assigned_team_id,assigned_user_id,is_public_view,due_date,resolved_at,closed_at,created_at,updated_at,detail,additional_detail
126e6914-10e0-4225-b404-a03d12b85d21,CMP-20250529-00011,00000000-0000-0000-0000-000000000001,cccc0001-0000-0000-0000-000000000001,00000001-0000-0000-0000-000000000087,11111111-0005-0000-0000-000000000000,22222222-0018-0000-0000-000000000000,33333333-0004-0000-0000-000000000000,13.8370857,100.4688005,ปากเกร็ด,นนทบุรี,บริเวณปากเกร็ด จ.นนทบุรี,2025-05-29 06:40:28,29.27,ffff0000-0000-0000-0000-000000000004,44444444-0005-0000-0000-000000000000,,True,2025-06-05 06:40:00,,,2025-05-29 06:40:00,2025-05-29 06:40:00,ขอสนับสนุนอุปกรณ์กีฬาและสถานที่สำหรับกิจกรรมเยาวชนในชุมชน,เยาวชนในชุมชนไม่มีพื้นที่ทำกิจกรรม เสี่ยงยาเสพติด
4ba7c27d-48f4-4c0d-91f2-6c517e0b776a,CMP-20250428-00012,00000000-0000-0000-0000-000000000001,cccc0001-0000-0000-0000-000000000001,00000001-0000-0000-0000-000000000148,11111111-0005-0000-0000-000000000000,22222222-0020-0000-0000-000000000000,33333333-0003-0000-0000-000000000000,13.8360613,100.5178214,บางตลาด,นนทบุรี,บริเวณบางตลาด จ.นนทบุรี,2025-04-28 16:56:08,13.62,ffff0000-0000-0000-0000-000000000005,44444444-0005-0000-0000-000000000000,00000001-0000-0000-0000-000000000034,True,2025-05-01 16:56:00,2025-05-03 18:56:00,,2025-04-28 16:56:00,2025-04-28 16:56:00,ผู้สูงอายุในครอบครัวยังไม่ได้รับเบี้ยยังชีพมา 3 เดือนแล้ว ขอให้ตรวจสอบ,อายุ 75 ปี เคยได้รับปกติ หยุดรับตั้งแต่เดือนมีนาคม
26a49734-4ff9-42bc-8cf1-32e7b0a47f34,CMP-20250603-00013,00000000-0000-0000-0000-000000000001,cccc0001-0000-0000-0000-000000000001,00000001-0000-0000-0000-000000000178,11111111-0001-0000-0000-000000000000,22222222-0004-0000-0000-000000000000,33333333-0003-0000-0000-000000000000,13.8952145,100.4990588,คลองข่อย,นนทบุรี,บริเวณคลองข่อย จ.นนทบุรี,2025-06-03 12:56:00,46.69,ffff0000-0000-0000-0000-000000000005,44444444-0001-0000-0000-000000000000,00000001-0000-0000-0000-000000000015,True,2025-06-06 12:55:00,2025-06-04 13:55:00,,2025-06-03 12:55:00,2025-06-03 12:55:00,ถนนมีหลุมบ่อขนาดใหญ่ ทำให้รถเสียหายและเกิดอุบัติเหตุบ่อยครั้ง ขอให้ดำเนินการซ่อมแซมโดยด่วน,บริเวณหน้าบ้านเลขที่ 123 ซอย 5
a9b4b1d7-078f-4583-ada3-4c13a33be3d1,CMP-20250607-00014,00000000-0000-0000-0000-000000000001,cccc0001-0000-0000-0000-000000000001,00000001-0000-0000-0000-000000000493,11111111-0001-0000-0000-000000000000,22222222-0004-0000-0000-000000000000,33333333-0003-0000-0000-000000000000,13.8723007,100.5407318,คลองพระอุดม,นนทบุรี,บริเวณคลองพระอุดม จ.นนทบุรี,2025-06-07 18:20:23,13.55,ffff0000-0000-0000-0000-000000000005,44444444-0001-0000-0000-000000000000,00000001-0000-0000-0000-000000000013,True,2025-06-10 18:20:00,2025-06-11 19:20:00,,2025-06-07 18:20:00,2025-06-07 18:20:00,ทางเท้าชำรุด กระเบื้องแตกและยกตัว เสี่ยงต่อการสะดุดล้ม,ทางเท้าหน้าโรงเรียนประถม
783a042a-119f-40b3-a831-8305a5856ffc,CMP-20250517-00015,00000000-0000-0000-0000-000000000001,cccc0001-0000-0000-0000-000000000001,00000001-0000-0000-0000-000000000076,11111111-0001-0000-0000-000000000000,22222222-0001-0000-0000-000000000000,33333333-0004-0000-0000-000000000000,13.9151343,100.4518521,ปากเกร็ด,นนทบุรี,บริเวณปากเกร็ด จ.นนทบุรี,2025-05-17 20:33:00,43.78,ffff0000-0000-0000-0000-000000000005,44444444-0001-0000-0000-000000000000,00000001-0000-0000-0000-000000000011,True,2025-05-24 20:33:00,2025-05-26 22:33:00,,2025-05-17 20:33:00,2025-05-17 20:33:00,ถนนมีหลุมบ่อขนาดใหญ่ ทำให้รถเสียหายและเกิดอุบัติเหตุบ่อยครั้ง ขอให้ดำเนินการซ่อมแซมโดยด่วน,บริเวณหน้าบ้านเลขที่ 123 ซอย 5
0f4c0a06-d107-44de-8296-d27a22e0e475,CMP-20250621-00016,00000000-0000-0000-0000-000000000001,cccc0001-0000-0000-0000-000000000001,00000001-0000-0000-0000-000000000368,11111111-0005-0000-0000-000000000000,22222222-0018-0000-0000-000000000000,33333333-0004-0000-0000-000000000000,13.8565615,100.4580878,ปากเกร็ด,นนทบุรี,บริเวณปากเกร็ด จ.นนทบุรี,2025-06-21 20:18:05,19.23,ffff0000-0000-0000-0000-000000000006,44444444-0005-0000-0000-000000000000,00000001-0000-0000-0000-000000000033,True,2025-06-28 20:18:00,2025-06-24 00:18:00,2025-06-25 00:18:00,2025-06-21 20:18:00,2025-06-21 20:18:00,ศูนย์เด็กเล็กมีสภาพทรุดโทรม หลังคารั่ว เด็กๆ ได้รับผลกระทบช่วงฝนตก,หลังคาห้องเรียนรั่ว 3 จุด เด็ก 30 คนได้รับผลกระทบ
38b4d532-b96a-432d-ba3f-a1f51a71aedb,CMP-20250120-00017,00000000-0000-0000-0000-000000000001,cccc0001-0000-0000-0000-000000000001,00000001-0000-0000-0000-000000000102,11111111-0001-0000-0000-000000000000,22222222-0001-0000-0000-000000000000,33333333-0003-0000-0000-000000000000,13.8584987,100.4888185,เกาะเกร็ด,นนทบุรี,บริเวณเกาะเกร็ด จ.นนทบุรี,2025-01-20 10:28:21,49.27,ffff0000-0000-0000-0000-000000000006,44444444-0001-0000-0000-000000000000,00000001-0000-0000-0000-000000000013,True,2025-01-23 10:28:00,2025-01-25 11:28:00,2025-01-28 11:28:00,2025-01-20 10:28:00,2025-01-20 10:28:00,ท่อระบายน้ำอุดตัน น้ำขังสูงทุกครั้งที่ฝนตก ทรัพย์สินเสียหาย,ซอยข้างวัด น้ำขังสูงประมาณ 30 ซม.
399df21d-b368-40f5-8442-df8387e5b3a2,CMP-20250505-00018,00000000-0000-0000-0000-000000000001,cccc0001-0000-0000-0000-000000000001,00000001-0000-0000-0000-000000000528,11111111-0004-0000-0000-000000000000,22222222-0013-0000-0000-000000000000,33333333-0004-0000-0000-000000000000,13.8581756,100.466063,ท่าอิฐ,นนทบุรี,บริเวณท่าอิฐ จ.นนทบุรี,2025-05-05 09:56:00,35.94,ffff0000-0000-0000-0000-000000000005,44444444-0004-0000-0000-000000000000,00000001-0000-0000-0000-000000000030,True,2025-05-12 09:56:00,2025-05-08 14:56:00,,2025-05-05 09:56:00,2025-05-05 09:56:00,มีป้ายโฆษณาขนาดใหญ่ติดผิดกฎหมายบดบังทัศนวิสัยที่ทางโค้ง,ทางโค้งหักศอกหน้าปั๊มน้ำมัน
c8f98277-f305-48f8-bbac-f16eddf6384e,CMP-20250409-00019,00000000-0000-0000-0000-000000000001,cccc0001-0000-0000-0000-000000000001,00000001-0000-0000-0000-000000000375,11111111-0004-0000-0000-000000000000,22222222-0016-0000-0000-000000000000,33333333-0003-0000-0000-000000000000,13.8937113,100.4711955,บางพูด,นนทบุรี,บริเวณบางพูด จ.นนทบุรี,2025-04-09 03:22:00,36.76,ffff0000-0000-0000-0000-000000000001,44444444-0004-0000-0000-000000000000,,True,2025-04-12 03:21:00,,,2025-04-09 03:21:00,2025-04-09 03:21:00,สุนัขจรจัดฝูงใหญ่บริเวณนี้กัดคนในชุมชนแล้ว 3 ราย ขอให้จัดการด่วน,สุนัขอยู่แถวสวนสาธารณะ ประมาณ 10-15 ตัว
8936e053-897a-43d6-8a0b-63062bb015d5,CMP-20250619-00020,00000000-0000-0000-0000-000000000001,cccc0001-0000-0000-0000-000000000001,00000001-0000-0000-0000-000000000069,11111111-0001-0000-0000-000000000000,22222222-0001-0000-0000-000000000000,33333333-0004-0000-0000-000000000000,13.8664652,100.5383088,บางพลับ,นนทบุรี,บริเวณบางพลับ จ.นนทบุรี,2025-06-19 13:27:00,14.45,ffff0000-0000-0000-0000-000000000002,44444444-0001-0000-0000-000000000000,00000001-0000-0000-0000-000000000011,True,2025-06-26 13:27:00,,,2025-06-19 13:27:00,2025-06-19 13:27:00,ถนนมีหลุมบ่อขนาดใหญ่ ทำให้รถเสียหายและเกิดอุบัติเหตุบ่อยครั้ง ขอให้ดำเนินการซ่อมแซมโดยด่วน,บริเวณหน้าบ้านเลขที่ 123 ซอย 5
2240d356-a90d-44e3-9f82-52a22a7df8d2,CMP-20250408-00021,00000000-0000-0000-0000-000000000001,cccc0001-0000-0000-0000-000000000001,00000001-0000-0000-0000-000000000434,11111111-0001-0000-0000-000000000000,22222222-0003-0000-0000-000000000000,33333333-0003-0000-0000-000000000000,13.8479361,100.5374487,เกาะเกร็ด,นนทบุรี,บริเวณเกาะเกร็ด จ.นนทบุรี,2025-04-08 22:09:11,35.15,ffff0000-0000-0000-0000-000000000005,44444444-0001-0000-0000-000000000000,00000001-0000-0000-0000-000000000012,True,2025-04-11 22:09:00,2025-04-14 05:09:00,,2025-04-08 22:09:00,2025-04-08 22:09:00,ทางเท้าชำรุด กระเบื้องแตกและยกตัว เสี่ยงต่อการสะดุดล้ม,ทางเท้าหน้าโรงเรียนประถม
f72f04e4-3f24-4c2d-8e57-e83c2771074d,CMP-20250628-00022,00000000-0000-0000-0000-000000000001,cccc0001-0000-0000-0000-000000000001,00000001-0000-0000-0000-000000000246,11111111-0002-0000-0000-000000000000,22222222-0007-0000-0000-000000000000,33333333-0003-0000-0000-000000000000,13.8522924,100.5110033,บางพูด,นนทบุรี,บริเวณบางพูด จ.นนทบุรี,2025-06-28 12:13:00,17.54,ffff0000-0000-0000-0000-000000000006,44444444-0002-0000-0000-000000000000,00000001-0000-0000-0000-000000000019,True,2025-07-01 12:12:00,2025-07-01 17:12:00,2025-07-02 12:12:00,2025-06-28 12:12:00,2025-06-28 12:12:00,น้ำเสียจากโรงงานไหลลงคลองสาธารณะ มีสีดำและกลิ่นเหม็น,คลองใกล้นิคมอุตสาหกรรม
efe68bfb-176a-4fe0-aca4-8d0aaae7c53d,CMP-20250618-00023,00000000-0000-0000-0000-000000000001,cccc0001-0000-0000-0000-000000000001,00000001-0000-0000-0000-000000000398,11111111-0002-0000-0000-000000000000,22222222-0007-0000-0000-000000000000,33333333-0004-0000-0000-000000000000,13.8338257,100.5046571,บางตลาด,นนทบุรี,บริเวณบางตลาด จ.นนทบุรี,2025-06-18 10:01:00,40.39,ffff0000-0000-0000-0000-000000000005,44444444-0002-0000-0000-000000000000,00000001-0000-0000-0000-000000000018,True,2025-06-25 10:01:00,2025-06-21 15:01:00,,2025-06-18 10:01:00,2025-06-18 10:01:00,ต้นไม้ขนาดใหญ่ล้มทับถนนหลังพายุ ขวางการสัญจร,ถนนสายรองด้านทิศเหนือ
6248f91a-26e6-4b7e-ba9e-879617dbc807,CMP-20250327-00024,00000000-0000-0000-0000-000000000001,cccc0001-0000-0000-0000-000000000001,00000001-0000-0000-0000-000000000181,11111111-0004-0000-0000-000000000000,22222222-0013-0000-0000-000000000000,33333333-0003-0000-0000-000000000000,13.8731297,100.5398874,คลองพระอุดม,นนทบุรี,บริเวณคลองพระอุดม จ.นนทบุรี,2025-03-27 12:16:12,19.13,ffff0000-0000-0000-0000-000000000005,44444444-0004-0000-0000-000000000000,00000001-0000-0000-0000-000000000030,True,2025-03-30 12:16:00,2025-03-31 17:16:00,,2025-03-27 12:16:00,2025-03-27 12:16:00,มีป้ายโฆษณาขนาดใหญ่ติดผิดกฎหมายบดบังทัศนวิสัยที่ทางโค้ง,ทางโค้งหักศอกหน้าปั๊มน้ำมัน
ede6948a-df27-4dda-bea8-f35f0e697ccc,CMP-20250518-00025,00000000-0000-0000-0000-000000000001,cccc0001-0000-0000-0000-000000000001,00000001-0000-0000-0000-000000000257,11111111-0002-0000-0000-000000000000,22222222-0007-0000-0000-000000000000,33333333-0004-0000-0000-000000000000,13.8706075,100.5283725,บ้านใหม่,นนทบุรี,บริเวณบ้านใหม่ จ.นนทบุรี,2025-05-18 07:26:00,14.46,ffff0000-0000-0000-0000-000000000005,44444444-0002-0000-0000-000000000000,00000001-0000-0000-0000-000000000019,True,2025-05-25 07:26:00,2025-05-21 12:26:00,,2025-05-18 07:26:00,2025-05-18 07:26:00,ต้นไม้ขนาดใหญ่ล้มทับถนนหลังพายุ ขวางการสัญจร,ถนนสายรองด้านทิศเหนือ
02ca5324-58b6-46fc-919c-9fb600af7076,CMP-20250702-00026,00000000-0000-0000-0000-000000000001,cccc0001-0000-0000-0000-000000000001,00000001-0000-0000-0000-000000000396,11111111-0006-0000-0000-000000000000,22222222-0023-0000-0000-000000000000,33333333-0003-0000-0000-000000000000,13.8815452,100.5082941,คลองข่อย,นนทบุรี,บริเวณคลองข่อย จ.นนทบุรี,2025-07-02 12:39:30,41.83,ffff0000-0000-0000-0000-000000000005,44444444-0006-0000-0000-000000000000,00000001-0000-0000-0000-000000000037,True,2025-07-05 12:39:00,2025-07-03 15:39:00,,2025-07-02 12:39:00,2025-07-02 12:39:00,ขอให้เปิดเผยข้อมูลงบประมาณโครงการก่อสร้างถนนสายใหม่ต่อสาธารณะ,ไม่พบข้อมูลในเว็บไซต์เทศบาลเลย
62892dfb-a252-4eb3-8918-3bd42909b66d,CMP-20250316-00027,00000000-0000-0000-0000-000000000001,cccc0001-0000-0000-0000-000000000001,00000001-0000-0000-0000-000000000074,11111111-0002-0000-0000-000000000000,22222222-0006-0000-0000-000000000000,33333333-0003-0000-0000-000000000000,13.9186137,100.5025671,ปากเกร็ด,นนทบุรี,บริเวณปากเกร็ด จ.นนทบุรี,2025-03-16 14:49:00,22.98,ffff0000-0000-0000-0000-000000000002,44444444-0002-0000-0000-000000000000,00000001-0000-0000-0000-000000000019,True,2025-03-19 14:49:00,,,2025-03-16 14:49:00,2025-03-16 14:49:00,น้ำเสียจากโรงงานไหลลงคลองสาธารณะ มีสีดำและกลิ่นเหม็น,คลองใกล้นิคมอุตสาหกรรม
572c7dcd-9084-4f08-9e4c-f8999cc6ce39,CMP-20250617-00028,00000000-0000-0000-0000-000000000001,cccc0001-0000-0000-0000-000000000001,00000001-0000-0000-0000-000000000462,11111111-0001-0000-0000-000000000000,22222222-0001-0000-0000-000000000000,33333333-0003-0000-0000-000000000000,13.8756462,100.5251417,อ้อมเกร็ด,นนทบุรี,บริเวณอ้อมเกร็ด จ.นนทบุรี,2025-06-17 12:35:00,45.11,ffff0000-0000-0000-0000-000000000004,44444444-0001-0000-0000-000000000000,,True,2025-06-20 12:35:00,,,2025-06-17 12:35:00,2025-06-17 12:35:00,ท่อระบายน้ำอุดตัน น้ำขังสูงทุกครั้งที่ฝนตก ทรัพย์สินเสียหาย,ซอยข้างวัด น้ำขังสูงประมาณ 30 ซม.
37e1a3f7-1cfe-41e5-9771-9dbf968f9464,CMP-20250615-00029,00000000-0000-0000-0000-000000000001,cccc0001-0000-0000-0000-000000000001,00000001-0000-0000-0000-000000000431,11111111-0004-0000-0000-000000000000,22222222-0016-0000-0000-000000000000,33333333-0003-0000-0000-000000000000,13.8926748,100.4724597,อ้อมเกร็ด,นนทบุรี,บริเวณอ้อมเกร็ด จ.นนทบุรี,2025-06-15 09:16:00,17.86,ffff0000-0000-0000-0000-000000000005,44444444-0004-0000-0000-000000000000,00000001-0000-0000-0000-000000000028,True,2025-06-18 09:15:00,2025-06-20 17:15:00,,2025-06-15 09:15:00,2025-06-15 09:15:00,มีรถยนต์จอดขวางหน้าบ้านเป็นประจำ ออกรถไม่ได้ ไม่มีเจ้าของมาย้าย,ทะเบียนรถ กข-1234 จอดขวางทุกวัน
6fd9920c-603a-4f2d-8c90-2a6c9799bbee,CMP-20250523-00030,00000000-0000-0000-0000-000000000001,cccc0001-0000-0000-0000-000000000001,00000001-0000-0000-0000-000000000247,11111111-0002-0000-0000-000000000000,22222222-0005-0000-0000-000000000000,33333333-0003-0000-0000-000000000000,13.8765924,100.4512266,คลองพระอุดม,นนทบุรี,บริเวณคลองพระอุดม จ.นนทบุรี,2025-05-23 09:26:00,45.72,ffff0000-0000-0000-0000-000000000002,44444444-0002-0000-0000-000000000000,00000001-0000-0000-0000-000000000018,True,2025-05-26 09:26:00,,,2025-05-23 09:26:00,2025-05-23 09:26:00,น้ำเสียจากโรงงานไหลลงคลองสาธารณะ มีสีดำและกลิ่นเหม็น,คลองใกล้นิคมอุตสาหกรรม
6df2c656-9bc8-4756-bd48-fa52f5f21849,CMP-20250628-00031,00000000-0000-0000-0000-000000000001,cccc0001-0000-0000-0000-000000000001,00000001-0000-0000-0000-000000000203,11111111-0001-0000-0000-000000000000,22222222-0004-0000-0000-000000000000,33333333-0003-0000-0000-000000000000,13.9047516,100.4996132,บ้านใหม่,นนทบุรี,บริเวณบ้านใหม่ จ.นนทบุรี,2025-06-28 19:53:00,14.87,ffff0000-0000-0000-0000-000000000001,44444444-0001-0000-0000-000000000000,,True,2025-07-01 19:53:00,,,2025-06-28 19:53:00,2025-06-28 19:53:00,ไฟฟ้าสาธารณะดับมาหลายคืนแล้ว ทำให้มืดและไม่ปลอดภัย โดยเฉพาะเวลากลางคืน,ถนนสายหลักใกล้ตลาด
12764198-7cd0-4cdc-9746-ce4d9af0fbf2,CMP-20250519-00032,00000000-0000-0000-0000-000000000001,cccc0001-0000-0000-0000-000000000001,00000001-0000-0000-0000-000000000421,11111111-0001-0000-0000-000000000000,22222222-0004-0000-0000-000000000000,33333333-0003-0000-0000-000000000000,13.894275,100.4585699,บางตลาด,นนทบุรี,บริเวณบางตลาด จ.นนทบุรี,2025-05-19 23:42:27,7.26,ffff0000-0000-0000-0000-000000000006,44444444-0001-0000-0000-000000000000,00000001-0000-0000-0000-000000000011,True,2025-05-22 23:42:00,2025-05-24 05:42:00,2025-05-26 05:42:00,2025-05-19 23:42:00,2025-05-19 23:42:00,ทางเท้าชำรุด กระเบื้องแตกและยกตัว เสี่ยงต่อการสะดุดล้ม,ทางเท้าหน้าโรงเรียนประถม
