workflow_log_id,complaint_id,from_status_id,to_status_id,action_type,action_by,action_role_id,action_note,action_datetime,ip_address,pending_reason,assigned_team_id,assigned_user
a6c70204-27ef-4b7b-97c8-bff92d31187a,ee935225-4daf-471a-bc6b-55c2f8f066f1,ffff0000-0000-0000-0000-000000000001,ffff0000-0000-0000-0000-000000000002,ASSIGNED,00000001-0000-0000-0000-000000000023,aaaa0001-0000-0000-0000-000000000003,มอบหมายงานให้เจ้าหน้าที่และเริ่มดำเนินการแล้ว,2025-04-08 06:44:00,192.168.8.118,,44444444-0003-0000-0000-000000000000,00000001-0000-0000-0000-000000000023
4cb6a5b7-9000-40b6-bbff-e83d0b98e31a,ee935225-4daf-471a-bc6b-55c2f8f066f1,ffff0000-0000-0000-0000-000000000002,ffff0000-0000-0000-0000-000000000005,RESOLVE,00000001-0000-0000-0000-000000000023,aaaa0001-0000-0000-0000-000000000003,เจ้าหน้าที่ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-04-08 21:44:00,192.168.8.17,,,
10a0030d-50c9-4195-aebc-269f7875c50c,ee935225-4daf-471a-bc6b-55c2f8f066f1,ffff0000-0000-0000-0000-000000000005,ffff0000-0000-0000-0000-000000000006,CLOSE,00000001-0000-0000-0000-000000000134,aaaa0001-0000-0000-0000-000000000004,ปิดเรื่องร้องเรียน ผู้ร้องเรียนยืนยันการแก้ไขเรียบร้อยแล้ว,2025-04-09 12:44:00,192.168.2.184,,,
3b1d5313-331c-493c-aec0-e0c48076a225,ac9807a7-948d-4252-83a0-a2d8e8966b90,ffff0000-0000-0000-0000-000000000001,ffff0000-0000-0000-0000-000000000001,SUBMIT,00000001-0000-0000-0000-000000000032,aaaa0001-0000-0000-0000-000000000003,ประชาชนแจ้งเรื่องร้องเรียนผ่าน LINE OA เข้าสู่ระบบแล้ว,2025-06-26 10:17:08,192.168.3.234,,44444444-0005-0000-0000-000000000000,00000001-0000-0000-0000-000000000032
0327e315-5217-47fb-9b61-fd73fefad17d,ac9807a7-948d-4252-83a0-a2d8e8966b90,ffff0000-0000-0000-0000-000000000001,ffff0000-0000-0000-0000-000000000002,ASSIGNED,00000001-0000-0000-0000-000000000032,aaaa0001-0000-0000-0000-000000000003,มอบหมายงานให้เจ้าหน้าที่และเริ่มดำเนินการแล้ว,2025-06-26 19:17:00,192.168.3.234,,44444444-0005-0000-0000-000000000000,00000001-0000-0000-0000-000000000032
f1e564b4-455c-4c96-b9b2-ce89e0d40746,ac9807a7-948d-4252-83a0-a2d8e8966b90,ffff0000-0000-0000-0000-000000000002,ffff0000-0000-0000-0000-000000000005,RESOLVE,00000001-0000-0000-0000-000000000032,aaaa0001-0000-0000-0000-000000000003,เจ้าหน้าที่ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-06-27 04:17:00,192.168.1.67,,,
6e74be03-e0a9-4180-8715-b288992cb56b,603a39bc-3b75-49ce-ba0b-cd1514fc8934,ffff0000-0000-0000-0000-000000000001,ffff0000-0000-0000-0000-000000000001,SUBMIT,00000001-0000-0000-0000-000000000032,aaaa0001-0000-0000-0000-000000000003,ประชาชนแจ้งเรื่องร้องเรียนผ่าน LINE OA เข้าสู่ระบบแล้ว,2025-05-12 09:08:11,192.168.8.3,,44444444-0005-0000-0000-000000000000,00000001-0000-0000-0000-000000000032
1c81d80a-c548-42aa-a9fb-75fa9c796ef5,603a39bc-3b75-49ce-ba0b-cd1514fc8934,ffff0000-0000-0000-0000-000000000001,ffff0000-0000-0000-0000-000000000002,ASSIGNED,00000001-0000-0000-0000-000000000032,aaaa0001-0000-0000-0000-000000000003,มอบหมายงานให้เจ้าหน้าที่และเริ่มดำเนินการแล้ว,2025-05-13 04:08:00,192.168.8.3,,44444444-0005-0000-0000-000000000000,00000001-0000-0000-0000-000000000032
642d18e2-7243-4f76-811d-bcbd57fdfb2f,603a39bc-3b75-49ce-ba0b-cd1514fc8934,ffff0000-0000-0000-0000-000000000002,ffff0000-0000-0000-0000-000000000005,RESOLVE,00000001-0000-0000-0000-000000000032,aaaa0001-0000-0000-0000-000000000003,เจ้าหน้าที่ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-05-13 23:08:00,192.168.4.147,,,
03a3ae14-fcc5-4beb-9f72-965e32471706,0b9cc1ce-83ca-47f3-9560-b908bfe75485,ffff0000-0000-0000-0000-000000000001,ffff0000-0000-0000-0000-000000000001,SUBMIT,00000001-0000-0000-0000-000000000024,aaaa0001-0000-0000-0000-000000000003,ประชาชนแจ้งเรื่องร้องเรียนผ่าน LINE OA เข้าสู่ระบบแล้ว,2025-06-28 21:43:11,192.168.7.249,,44444444-0003-0000-0000-000000000000,00000001-0000-0000-0000-000000000024
f9cc2b53-c25d-46ba-864e-d1a1464c6bcb,0b9cc1ce-83ca-47f3-9560-b908bfe75485,ffff0000-0000-0000-0000-000000000001,ffff0000-0000-0000-0000-000000000002,ASSIGNED,00000001-0000-0000-0000-000000000024,aaaa0001-0000-0000-0000-000000000003,มอบหมายงานให้เจ้าหน้าที่และเริ่มดำเนินการแล้ว,2025-06-29 19:43:00,192.168.7.249,,44444444-0003-0000-0000-000000000000,00000001-0000-0000-0000-000000000024
0daad16a-be59-41d5-b589-228ff368e241,0b9cc1ce-83ca-47f3-9560-b908bfe75485,ffff0000-0000-0000-0000-000000000002,ffff0000-0000-0000-0000-000000000005,RESOLVE,00000001-0000-0000-0000-000000000024,aaaa0001-0000-0000-0000-000000000003,เจ้าหน้าที่ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-06-30 17:43:00,192.168.4.60,,,
74019583-b2b3-4cfc-97d6-719d11485c37,5f4ec87c-74f6-4bdc-8472-1a233b3eb3a5,ffff0000-0000-0000-0000-000000000001,ffff0000-0000-0000-0000-000000000001,SUBMIT,00000001-0000-0000-0000-000000000017,aaaa0001-0000-0000-0000-000000000003,ประชาชนแจ้งเรื่องร้องเรียนผ่าน LINE OA เข้าสู่ระบบแล้ว,2025-06-06 17:08:21,192.168.7.37,,44444444-0002-0000-0000-000000000000,00000001-0000-0000-0000-000000000017
8171c912-e515-48f1-8f08-13cc4c98ae14,5f4ec87c-74f6-4bdc-8472-1a233b3eb3a5,ffff0000-0000-0000-0000-000000000001,ffff0000-0000-0000-0000-000000000002,ASSIGNED,00000001-0000-0000-0000-000000000017,aaaa0001-0000-0000-0000-000000000003,มอบหมายงานให้เจ้าหน้าที่และเริ่มดำเนินการแล้ว,2025-06-06 22:08:21,192.168.7.37,,44444444-0002-0000-0000-000000000000,00000001-0000-0000-0000-000000000017
f5b67443-e95b-463e-b971-4b19b16cd1f1,1e6a26ff-270f-4d5e-b583-88ee82b86866,ffff0000-0000-0000-0000-000000000001,ffff0000-0000-0000-0000-000000000001,SUBMIT,00000001-0000-0000-0000-000000000500,aaaa0001-0000-0000-0000-000000000004,ประชาชนแจ้งเรื่องร้องเรียนผ่าน LINE OA เข้าสู่ระบบแล้ว,2025-05-03 19:31:00,192.168.3.94,,,
cc17a0d8-7e39-486f-987e-8c6732ff990a,0d4a4797-a9e3-4172-9e03-55dd70312f8f,ffff0000-0000-0000-0000-000000000001,ffff0000-0000-0000-0000-000000000001,SUBMIT,00000001-0000-0000-0000-000000000014,aaaa0001-0000-0000-0000-000000000003,ประชาชนแจ้งเรื่องร้องเรียนผ่าน LINE OA เข้าสู่ระบบแล้ว,2025-02-18 17:44:23,192.168.3.242,,44444444-0001-0000-0000-000000000000,00000001-0000-0000-0000-000000000014
17ca2616-803f-4cb4-b2f5-96f620ba43c6,0d4a4797-a9e3-4172-9e03-55dd70312f8f,ffff0000-0000-0000-0000-000000000001,ffff0000-0000-0000-0000-000000000002,ASSIGNED,00000001-0000-0000-0000-000000000014,aaaa0001-0000-0000-0000-000000000003,มอบหมายงานให้เจ้าหน้าที่และเริ่มดำเนินการแล้ว,2025-02-18 23:44:00,192.168.3.242,,44444444-0001-0000-0000-000000000000,00000001-0000-0000-0000-000000000014
ef31f450-32ad-466b-8c76-f74276235522,0d4a4797-a9e3-4172-9e03-55dd70312f8f,ffff0000-0000-0000-0000-000000000002,ffff0000-0000-0000-0000-000000000005,RESOLVE,00000001-0000-0000-0000-000000000014,aaaa0001-0000-0000-0000-000000000003,เจ้าหน้าที่ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-02-19 05:44:00,192.168.10.228,,,
c1d1466e-4c2c-462b-a641-1af87295eb00,0d4a4797-a9e3-4172-9e03-55dd70312f8f,ffff0000-0000-0000-0000-000000000005,ffff0000-0000-0000-0000-000000000006,CLOSE,00000001-0000-0000-0000-000000000544,aaaa0001-0000-0000-0000-000000000004,ปิดเรื่องร้องเรียน ผู้ร้องเรียนยืนยันการแก้ไขเรียบร้อยแล้ว,2025-02-19 11:44:00,192.168.7.86,,,
744508fb-f071-4aac-b1a1-105f948f8749,126e6914-10e0-4225-b404-a03d12b85d21,ffff0000-0000-0000-0000-000000000001,ffff0000-0000-0000-0000-000000000001,SUBMIT,00000001-0000-0000-0000-000000000031,aaaa0001-0000-0000-0000-000000000002,ประชาชนแจ้งเรื่องร้องเรียนผ่าน LINE OA เข้าสู่ระบบแล้ว,2025-05-29 06:40:09,192.168.4.220,,,
1688fcb7-9b93-4028-99d8-a74ab4271b30,126e6914-10e0-4225-b404-a03d12b85d21,ffff0000-0000-0000-0000-000000000001,ffff0000-0000-0000-0000-000000000004,REJECT,00000001-0000-0000-0000-000000000031,aaaa0001-0000-0000-0000-000000000002,ปฏิเสธเรื่องร้องเรียน เนื่องจากไม่อยู่ในขอบเขตความรับผิดชอบ,2025-05-29 16:40:09,192.168.4.220,,,
a697cfbe-d4f6-4017-92ee-fe28984a0f2f,4ba7c27d-48f4-4c0d-91f2-6c517e0b776a,ffff0000-0000-0000-0000-000000000001,ffff0000-0000-0000-0000-000000000001,SUBMIT,00000001-0000-0000-0000-000000000035,aaaa0001-0000-0000-0000-000000000003,ประชาชนแจ้งเรื่องร้องเรียนผ่าน LINE OA เข้าสู่ระบบแล้ว,2025-04-28 16:56:21,192.168.3.132,,44444444-0005-0000-0000-000000000000,00000001-0000-0000-0000-000000000035
e054b5ee-6c5d-45a8-9862-aa9c55c55998,4ba7c27d-48f4-4c0d-91f2-6c517e0b776a,ffff0000-0000-0000-0000-000000000001,ffff0000-0000-0000-0000-000000000002,ASSIGNED,00000001-0000-0000-0000-000000000035,aaaa0001-0000-0000-0000-000000000003,มอบหมายงานให้เจ้าหน้าที่และเริ่มดำเนินการแล้ว,2025-04-28 23:56:21,192.168.3.132,,44444444-0005-0000-0000-000000000000,00000001-0000-0000-0000-000000000035
407a226a-f4f9-4205-9e30-462ddadb6d5c,4ba7c27d-48f4-4c0d-91f2-6c517e0b776a,ffff0000-0000-0000-0000-000000000002,ffff0000-0000-0000-0000-000000000005,RESOLVE,00000001-0000-0000-0000-000000000035,aaaa0001-0000-0000-0000-000000000003,เจ้าหน้าที่ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-04-29 04:56:21,192.168.1.108,,,
e2fe5ba5-b51b-4609-9a3b-3cc23217efe2,26a49734-4ff9-42bc-8cf1-32e7b0a47f34,ffff0000-0000-0000-0000-000000000001,ffff0000-0000-0000-0000-000000000001,SUBMIT,00000001-0000-0000-0000-000000000011,aaaa0001-0000-0000-0000-000000000003,ประชาชนแจ้งเรื่องร้องเรียนผ่าน LINE OA เข้าสู่ระบบแล้ว,2025-06-03 12:55:29,192.168.10.192,,44444444-0001-0000-0000-000000000000,00000001-0000-0000-0000-000000000011
f27289de-1671-4a0e-8c9f-4fc36d4e921d,26a49734-4ff9-42bc-8cf1-32e7b0a47f34,ffff0000-0000-0000-0000-000000000001,ffff0000-0000-0000-0000-000000000002,ASSIGNED,00000001-0000-0000-0000-000000000011,aaaa0001-0000-0000-0000-000000000003,มอบหมายงานให้เจ้าหน้าที่และเริ่มดำเนินการแล้ว,2025-06-04 01:55:00,192.168.10.192,,44444444-0001-0000-0000-000000000000,00000001-0000-0000-0000-000000000011
fe972d92-6ffe-4b5c-91c1-24d6946afe11,26a49734-4ff9-42bc-8cf1-32e7b0a47f34,ffff0000-0000-0000-0000-000000000002,ffff0000-0000-0000-0000-000000000005,RESOLVE,00000001-0000-0000-0000-000000000011,aaaa0001-0000-0000-0000-000000000003,เจ้าหน้าที่ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-06-04 14:55:00,192.168.2.99,,,
13084a8a-7d0d-482b-88c1-2a49a57f2dcc,a9b4b1d7-078f-4583-ada3-4c13a33be3d1,ffff0000-0000-0000-0000-000000000001,ffff0000-0000-0000-0000-000000000001,SUBMIT,00000001-0000-0000-0000-000000000015,aaaa0001-0000-0000-0000-000000000003,ประชาชนแจ้งเรื่องร้องเรียนผ่าน LINE OA เข้าสู่ระบบแล้ว,2025-06-07 18:20:15,192.168.7.30,,44444444-0001-0000-0000-000000000000,00000001-0000-0000-0000-000000000015
203ebafa-207d-49b7-852a-a6c4488965a7,a9b4b1d7-078f-4583-ada3-4c13a33be3d1,ffff0000-0000-0000-0000-000000000001,ffff0000-0000-0000-0000-000000000002,ASSIGNED,00000001-0000-0000-0000-000000000015,aaaa0001-0000-0000-0000-000000000003,มอบหมายงานให้เจ้าหน้าที่และเริ่มดำเนินการแล้ว,2025-06-08 00:20:15,192.168.7.30,,44444444-0001-0000-0000-000000000000,00000001-0000-0000-0000-000000000015
745b97a1-31fc-41be-b40e-e69ab3c52309,a9b4b1d7-078f-4583-ada3-4c13a33be3d1,ffff0000-0000-0000-0000-000000000002,ffff0000-0000-0000-0000-000000000005,RESOLVE,00000001-0000-0000-0000-000000000015,aaaa0001-0000-0000-0000-000000000003,เจ้าหน้าที่ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-06-08 12:20:15,192.168.3.137,,,
73041eb5-3339-45d8-8abb-a1aea0eaf7d0,783a042a-119f-40b3-a831-8305a5856ffc,ffff0000-0000-0000-0000-000000000001,ffff0000-0000-0000-0000-000000000001,SUBMIT,00000001-0000-0000-0000-000000000013,aaaa0001-0000-0000-0000-000000000003,ประชาชนแจ้งเรื่องร้องเรียนผ่าน LINE OA เข้าสู่ระบบแล้ว,2025-05-17 20:33:19,192.168.6.202,,44444444-0001-0000-0000-000000000000,00000001-0000-0000-0000-000000000013
fd41d794-8058-472e-ab13-a15ef52dcf47,783a042a-119f-40b3-a831-8305a5856ffc,ffff0000-0000-0000-0000-000000000001,ffff0000-0000-0000-0000-000000000002,ASSIGNED,00000001-0000-0000-0000-000000000013,aaaa0001-0000-0000-0000-000000000003,มอบหมายงานให้เจ้าหน้าที่และเริ่มดำเนินการแล้ว,2025-05-18 19:33:00,192.168.6.202,,44444444-0001-0000-0000-000000000000,00000001-0000-0000-0000-000000000013
3e250ff6-bcb2-4ae5-ac89-95af4c6909aa,783a042a-119f-40b3-a831-8305a5856ffc,ffff0000-0000-0000-0000-000000000002,ffff0000-0000-0000-0000-000000000005,RESOLVE,00000001-0000-0000-0000-000000000013,aaaa0001-0000-0000-0000-000000000003,เจ้าหน้าที่ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-05-19 18:33:00,192.168.1.42,,,
8cae8921-824d-498a-8cbc-918ad0024f02,0f4c0a06-d107-44de-8296-d27a22e0e475,ffff0000-0000-0000-0000-000000000001,ffff0000-0000-0000-0000-000000000001,SUBMIT,00000001-0000-0000-0000-000000000035,aaaa0001-0000-0000-0000-000000000003,ประชาชนแจ้งเรื่องร้องเรียนผ่าน LINE OA เข้าสู่ระบบแล้ว,2025-06-21 20:18:17,192.168.1.106,,44444444-0005-0000-0000-000000000000,00000001-0000-0000-0000-000000000035
d2768c74-7b72-41bf-85b8-97af1d37288b,0f4c0a06-d107-44de-8296-d27a22e0e475,ffff0000-0000-0000-0000-000000000001,ffff0000-0000-0000-0000-000000000002,ASSIGNED,00000001-0000-0000-0000-000000000035,aaaa0001-0000-0000-0000-000000000003,มอบหมายงานให้เจ้าหน้าที่และเริ่มดำเนินการแล้ว,2025-06-22 04:18:17,192.168.1.106,,44444444-0005-0000-0000-000000000000,00000001-0000-0000-0000-000000000035
7eeb9f65-7c6d-4519-af82-0ee4691c6788,0f4c0a06-d107-44de-8296-d27a22e0e475,ffff0000-0000-0000-0000-000000000002,ffff0000-0000-0000-0000-000000000005,RESOLVE,00000001-0000-0000-0000-000000000035,aaaa0001-0000-0000-0000-000000000003,เจ้าหน้าที่ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-06-22 11:18:17,192.168.3.193,,,
570fc267-01c1-4c21-8727-5bf073c3f50b,0f4c0a06-d107-44de-8296-d27a22e0e475,ffff0000-0000-0000-0000-000000000005,ffff0000-0000-0000-0000-000000000006,CLOSE,00000001-0000-0000-0000-000000000368,aaaa0001-0000-0000-0000-000000000004,ปิดเรื่องร้องเรียน ผู้ร้องเรียนยืนยันการแก้ไขเรียบร้อยแล้ว,2025-06-22 14:18:17,192.168.9.156,,,
f2a44e7b-86fb-4f9c-a0a2-c9bb14951de2,38b4d532-b96a-432d-ba3f-a1f51a71aedb,ffff0000-0000-0000-0000-000000000001,ffff0000-0000-0000-0000-000000000001,SUBMIT,00000001-0000-0000-0000-000000000015,aaaa0001-0000-0000-0000-000000000003,ประชาชนแจ้งเรื่องร้องเรียนผ่าน LINE OA เข้าสู่ระบบแล้ว,2025-01-20 10:28:06,192.168.5.233,,44444444-0001-0000-0000-000000000000,00000001-0000-0000-0000-000000000015
1e80ff7d-0347-4d9c-933e-15572a2f8d18,38b4d532-b96a-432d-ba3f-a1f51a71aedb,ffff0000-0000-0000-0000-000000000001,ffff0000-0000-0000-0000-000000000002,ASSIGNED,00000001-0000-0000-0000-000000000015,aaaa0001-0000-0000-0000-000000000003,มอบหมายงานให้เจ้าหน้าที่และเริ่มดำเนินการแล้ว,2025-01-20 11:28:06,192.168.5.233,,44444444-0001-0000-0000-000000000000,00000001-0000-0000-0000-000000000015
01075455-b3fd-4bd1-ac3b-54a458ef29fc,38b4d532-b96a-432d-ba3f-a1f51a71aedb,ffff0000-0000-0000-0000-000000000002,ffff0000-0000-0000-0000-000000000005,RESOLVE,00000001-0000-0000-0000-000000000015,aaaa0001-0000-0000-0000-000000000003,เจ้าหน้าที่ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-01-20 14:28:06,192.168.1.203,,,
8ea7bac2-f387-43ab-90ed-351d8a4977ce,38b4d532-b96a-432d-ba3f-a1f51a71aedb,ffff0000-0000-0000-0000-000000000005,ffff0000-0000-0000-0000-000000000006,CLOSE,00000001-0000-0000-0000-000000000102,aaaa0001-0000-0000-0000-000000000004,ปิดเรื่องร้องเรียน ผู้ร้องเรียนยืนยันการแก้ไขเรียบร้อยแล้ว,2025-01-21 02:28:06,192.168.5.39,,,
073a80f9-b278-4da9-800e-8e4687aa9701,399df21d-b368-40f5-8442-df8387e5b3a2,ffff0000-0000-0000-0000-000000000001,ffff0000-0000-0000-0000-000000000001,SUBMIT,00000001-0000-0000-0000-000000000028,aaaa0001-0000-0000-0000-000000000003,ประชาชนแจ้งเรื่องร้องเรียนผ่าน LINE OA เข้าสู่ระบบแล้ว,2025-05-05 09:56:08,192.168.2.79,,44444444-0004-0000-0000-000000000000,00000001-0000-0000-0000-000000000028
8d83b247-8f1c-4e8e-a51e-2140fdd17a4d,399df21d-b368-40f5-8442-df8387e5b3a2,ffff0000-0000-0000-0000-000000000001,ffff0000-0000-0000-0000-000000000002,ASSIGNED,00000001-0000-0000-0000-000000000028,aaaa0001-0000-0000-0000-000000000003,มอบหมายงานให้เจ้าหน้าที่และเริ่มดำเนินการแล้ว,2025-05-06 09:56:00,192.168.2.79,,44444444-0004-0000-0000-000000000000,00000001-0000-0000-0000-000000000028
ec0470e8-84f2-4e3a-a339-769dbecaf179,399df21d-b368-40f5-8442-df8387e5b3a2,ffff0000-0000-0000-0000-000000000002,ffff0000-0000-0000-0000-000000000005,RESOLVE,00000001-0000-0000-0000-000000000028,aaaa0001-0000-0000-0000-000000000003,เจ้าหน้าที่ดำเนินการแก้ไขเสร็จสิ้น รอการยืนยันจากผู้ร้องเรียน,2025-05-07 09:56:00,192.168.10.125,,,
d3c541b3-8246-4277-bdb4-fe4127f9fb02,c8f98277-f305-48f8-bbac-f16eddf6384e,ffff0000-0000-0000-0000-000000000001,ffff0000-0000-0000-0000-000000000001,SUBMIT,00000001-0000-0000-0000-000000000375,aaaa0001-0000-0000-0000-000000000004,ประชาชนแจ้งเรื่องร้องเรียนผ่าน LINE OA เข้าสู่ระบบแล้ว,2025-04-09 18:21:00,192.168.4.195,,,
b4e8d503-4e04-4348-b184-f3e6bea37613,8936e053-897a-43d6-8a0b-63062bb015d5,ffff0000-0000-0000-0000-000000000001,ffff0000-0000-0000-0000-000000000001,SUBMIT,00000001-0000-0000-0000-000000000013,aaaa0001-0000-0000-0000-000000000003,ประชาชนแจ้งเรื่องร้องเรียนผ่าน LINE OA เข้าสู่ระบบแล้ว,2025-06-19 13:27:22,192.168.8.81,,44444444-0001-0000-0000-000000000000,00000001-0000-0000-0000-000000000013
084b44ff-a248-46d4-b49e-caa5ec1f923e,8936e053-897a-43d6-8a0b-63062bb015d5,ffff0000-0000-0000-0000-000000000001,ffff0000-0000-0000-0000-000000000002,ASSIGNED,00000001-0000-0000-0000-000000000013,aaaa0001-0000-0000-0000-000000000003,มอบหมายงานให้เจ้าหน้าที่และเริ่มดำเนินการแล้ว,2025-06-20 09:27:00,192.168.8.81,,44444444-0001-0000-0000-000000000000,00000001-0000-0000-0000-000000000013
966cec68-c8a5-4ca4-9685-b2ba84b8ab79,2240d356-a90d-44e3-9f82-52a22a7df8d2,ffff0000-0000-0000-0000-000000000001,ffff0000-0000-0000-0000-000000000001,SUBMIT,00000001-0000-0000-0000-000000000012,aaaa0001-0000-0000-0000-000000000003,ประชาชนแจ้งเรื่องร้องเรียนผ่าน LINE OA เข้าสู่ระบบแล้ว,2025-04-08 22:09:09,192.168.4.118,,44444444-0001-0000-0000-000000000000,00000001-0000-0000-0000-000000000012
