sla_id,complaint_id,sla_type,sla_name,start_time,due_time,target_minutes,response_time_minutes,resolution_time_minutes,is_breached,breached_at,breached_reason,is_active,created_at,updated_at
0610aa92-a5c9-437c-870b-434a017c4d06,333d8bfc-c99c-4b35-9db6-1bb971f67d99,RESOLUTION,MEDIUM,2025-06-27 11:53:00,2025-06-30 11:53:00,4320,780,1560,False,,,True,2025-06-27 11:53:00,2025-06-27 11:53:00
849c357e-d4ff-4cf1-9f49-7e784f958c1b,c2b0122d-aef8-4a97-b9bd-006704aad73a,RESOLUTION,MEDIUM,2025-03-16 15:36:00,2025-03-19 15:36:00,4320,,,True,2025-03-19 15:36:00,เกินกำหนด SLA โดยยังไม่มีการดำเนินการแก้ไข,True,2025-03-16 15:36:00,2025-03-16 15:36:00
3b522a17-bb32-4294-a893-eed00913e293,75efe187-6aa1-40cb-bf46-3d89d2fe7cc1,RESOLUTION,MEDIUM,2025-06-19 15:24:00,2025-06-22 15:24:00,4320,1440,,True,2025-06-22 15:24:00,เกินกำหนด SLA โดยยังไม่มีการดำเนินการแก้ไข,True,2025-06-19 15:24:00,2025-06-19 15:24:00
ef14a6bc-ea05-401f-8af8-8b6805d30a4f,6088fd6b-0062-4745-8775-db8bb8a19885,RESOLUTION,LOW,2025-04-12 05:41:00,2025-04-19 05:41:00,10080,,,True,2025-04-19 05:41:00,เกินกำหนด SLA โดยยังไม่มีการดำเนินการแก้ไข,True,2025-04-12 05:41:00,2025-04-12 05:41:00
24618a18-9c2c-4231-b2af-69a97a550843,340bb9b9-2ed5-4c7b-a9b3-494e44c09f57,RESOLUTION,MEDIUM,2025-06-19 17:54:00,2025-06-22 17:54:00,4320,120,,True,2025-06-22 17:54:00,เกินกำหนด SLA โดยยังไม่มีการดำเนินการแก้ไข,True,2025-06-19 17:54:00,2025-06-19 17:54:00
1f0ff372-a11a-46c6-958b-92a36c8f7aa8,9f8bd27c-59cb-4cc1-852c-84259df6a910,RESOLUTION,MEDIUM,2025-05-13 10:31:00,2025-05-16 10:31:00,4320,,,True,2025-05-16 10:31:00,เกินกำหนด SLA โดยยังไม่มีการดำเนินการแก้ไข,True,2025-05-13 10:31:00,2025-05-13 10:31:00
6bbc3846-1e58-446e-9df4-2bbc72c9eb75,25b23012-93a5-43fa-819b-b5a8f0fec1f8,RESOLUTION,MEDIUM,2025-05-16 13:15:00,2025-05-19 13:15:00,4320,780,,True,2025-05-19 13:15:00,เกินกำหนด SLA โดยยังไม่มีการดำเนินการแก้ไข,True,2025-05-16 13:15:00,2025-05-16 13:15:00
fc55b697-bec0-447c-9343-049780ab8bb4,40ab937b-da6a-4da6-b02f-ba1b6cca7c79,RESOLUTION,MEDIUM,2025-07-01 19:03:00,2025-07-04 19:03:00,4320,420,720,False,,,True,2025-07-01 19:03:00,2025-07-01 19:03:00
d981e04b-704c-46ec-9ad2-7995f7a9e689,102d4b4c-eb86-45f9-9b44-840acfceee7d,RESOLUTION,MEDIUM,2025-05-25 13:18:00,2025-05-28 13:18:00,4320,180,540,False,,,True,2025-05-25 13:18:00,2025-05-25 13:18:00
fd406d48-e71a-4a56-adeb-050f229ee3cf,6455f0d8-b474-4538-869a-ce9e6d0e599d,RESOLUTION,LOW,2025-06-19 10:30:00,2025-06-26 10:30:00,10080,180,540,False,,,True,2025-06-19 10:30:00,2025-06-19 10:30:00
8224afa7-75b3-400a-a6f5-c3bbdaad25f3,2925fe3c-9824-4c1b-92ab-f4a9ac0bf72b,RESOLUTION,MEDIUM,2025-06-04 13:26:00,2025-06-07 13:26:00,4320,1020,2040,False,,,True,2025-06-04 13:26:00,2025-06-04 13:26:00
d3d3696b-4991-4996-99ae-9b76e2c913da,68d1ac26-1f36-4951-80ef-9b3cd5a430a5,RESOLUTION,LOW,2025-06-21 09:42:00,2025-06-28 09:42:00,10080,1260,3780,False,,,True,2025-06-21 09:42:00,2025-06-21 09:42:00
2f157017-8298-4f73-816c-c0388f36a986,13f84a83-52f0-4a54-9035-a6148c8530ae,RESOLUTION,LOW,2025-05-28 23:30:00,2025-06-04 23:30:00,10080,660,840,False,,,True,2025-05-28 23:30:00,2025-05-28 23:30:00
606fd994-b0e0-4d7c-b14b-294eced4dbe4,9aba076e-ae54-4a3c-88cf-aa36c5432e0c,RESOLUTION,MEDIUM,2025-03-13 21:32:00,2025-03-16 21:32:00,4320,1260,,True,2025-03-16 21:32:00,เกินกำหนด SLA โดยยังไม่มีการดำเนินการแก้ไข,True,2025-03-13 21:32:00,2025-03-13 21:32:00
62f8b7cd-3f47-4596-93fd-55fa94bcb6ff,9f660666-4351-4e3f-9a7a-f1dfac0aaa25,RESOLUTION,LOW,2025-06-20 07:49:00,2025-06-27 07:49:00,10080,180,240,False,,,True,2025-06-20 07:49:00,2025-06-20 07:49:00
0e3e5d42-e6bd-4fb4-9c08-0dce3f8340dd,a792d6e3-874a-44ce-96db-f1b018396e5b,RESOLUTION,MEDIUM,2025-04-05 04:21:00,2025-04-08 04:21:00,4320,660,1020,False,,,True,2025-04-05 04:21:00,2025-04-05 04:21:00
3a9c1eca-92e5-4c1f-8149-8b938f231c0a,95e2beba-9fde-4a87-b6b7-1714258af5d0,RESOLUTION,LOW,2025-03-02 15:16:00,2025-03-09 15:16:00,10080,360,840,False,,,True,2025-03-02 15:16:00,2025-03-02 15:16:00
ce298d01-b5ba-45c6-8792-802ebd5a07fb,8599accb-50e6-4966-b35f-ae6a316c855f,RESOLUTION,LOW,2025-04-27 22:08:00,2025-05-04 22:08:00,10080,540,,True,2025-05-04 22:08:00,เกินกำหนด SLA โดยยังไม่มีการดำเนินการแก้ไข,True,2025-04-27 22:08:00,2025-04-27 22:08:00
c69a5273-66c3-43f2-8923-086924fafd5e,af40911a-a2f6-47fb-8838-d130068a8699,RESOLUTION,MEDIUM,2025-06-05 22:10:00,2025-06-08 22:10:00,4320,300,840,False,,,True,2025-06-05 22:10:00,2025-06-05 22:10:00
0d55d457-7f24-451a-837b-b41ac37cdc0e,bac00f1a-bddd-44b7-9350-d4c70283a4a1,RESOLUTION,LOW,2025-04-25 03:42:00,2025-05-02 03:42:00,10080,180,900,False,,,True,2025-04-25 03:42:00,2025-04-25 03:42:00
198e59c3-6e76-4d6b-a7e3-684f4f3c7c9a,3b741f2a-213a-4f04-ad67-fec6191efbe4,RESOLUTION,MEDIUM,2025-06-13 11:42:00,2025-06-16 11:42:00,4320,1020,3060,False,,,True,2025-06-13 11:42:00,2025-06-13 11:42:00
ce8a89c4-c00c-4ac2-99b6-351a4d62a59e,7e0bfb68-fd1e-4786-a8f1-2084cb64e23d,RESOLUTION,MEDIUM,2025-04-09 10:44:00,2025-04-12 10:44:00,4320,840,2520,False,,,True,2025-04-09 10:44:00,2025-04-09 10:44:00
5adb867e-b81e-4ad0-af81-9e115e943172,6d76f6a7-45bc-4a91-8109-f22cee98cfcc,RESOLUTION,LOW,2025-06-23 19:28:00,2025-06-30 19:28:00,10080,1260,,True,2025-06-30 19:28:00,เกินกำหนด SLA โดยยังไม่มีการดำเนินการแก้ไข,True,2025-06-23 19:28:00,2025-06-23 19:28:00
62ffa299-0212-45f7-8c24-6d54dd7a62dd,1b34fd03-f943-4971-9998-744a872891d8,RESOLUTION,LOW,2025-02-20 19:39:00,2025-02-27 19:39:00,10080,1020,3060,False,,,True,2025-02-20 19:39:00,2025-02-20 19:39:00
8f70d9b1-c8c3-461d-920a-1e3bfb5b41fa,21f4cb02-1237-463c-8fe7-980920d32a54,RESOLUTION,HIGH,2025-03-14 16:29:00,2025-03-15 16:29:00,1440,780,1560,True,2025-03-15 16:29:00,"เกินกำหนด SLA 120 นาที (target 1,440 นาที, actual 1,560 นาที)",True,2025-03-14 16:29:00,2025-03-14 16:29:00
807f9d1c-b360-4761-ba1f-c7dcda4f7704,a012bb27-37c8-45da-8a21-70849250de7e,RESOLUTION,LOW,2025-05-22 17:03:00,2025-05-29 17:03:00,10080,420,840,False,,,True,2025-05-22 17:03:00,2025-05-22 17:03:00
ccb7bab3-7c5f-42c8-98ac-1b16640a820b,a5aba8fe-244d-46af-9b56-49b858c7f94d,RESOLUTION,LOW,2025-06-02 14:46:00,2025-06-09 14:46:00,10080,1260,3780,False,,,True,2025-06-02 14:46:00,2025-06-02 14:46:00
33c92664-d66d-46db-9dc0-74df69802e41,03751fa8-b29e-4704-9b1c-88b32861606d,RESOLUTION,MEDIUM,2025-04-21 04:21:00,2025-04-24 04:21:00,4320,600,1020,False,,,True,2025-04-21 04:21:00,2025-04-21 04:21:00
1c8c819b-c804-468e-bf3d-8a81351a34f0,40cb909c-bd6d-436b-9035-db505d9a4951,RESOLUTION,LOW,2025-07-02 12:00:00,2025-07-09 12:00:00,10080,660,1320,False,,,True,2025-07-02 12:00:00,2025-07-02 12:00:00
a8ea34d0-c9c8-4ff8-9901-8de834688271,a0d603b3-c336-49ba-b211-5e121acab019,RESOLUTION,MEDIUM,2025-06-19 03:23:00,2025-06-22 03:23:00,4320,300,,True,2025-06-22 03:23:00,เกินกำหนด SLA โดยยังไม่มีการดำเนินการแก้ไข,True,2025-06-19 03:23:00,2025-06-19 03:23:00
299e2000-b4b4-4016-857f-87f65f33f463,be0989a7-9818-45c0-976b-197fef52f9ea,RESOLUTION,CRITICAL,2025-04-08 18:06:00,2025-04-08 22:06:00,240,1440,4320,True,2025-04-08 22:06:00,"เกินกำหนด SLA 4,080 นาที (target 240 นาที, actual 4,320 นาที)",True,2025-04-08 18:06:00,2025-04-08 18:06:00
d975ef88-6671-4e90-a316-c0753f0ff938,bfc0f2bf-63c9-48b2-bdba-ce2de4dc7a05,RESOLUTION,CRITICAL,2025-06-07 05:48:00,2025-06-07 09:48:00,240,840,1680,True,2025-06-07 09:48:00,"เกินกำหนด SLA 1,440 นาที (target 240 นาที, actual 1,680 นาที)",True,2025-06-07 05:48:00,2025-06-07 05:48:00
1bebce95-fdb4-4309-ad05-580b5334acad,5763c691-49eb-41b8-9832-4b5df15c6f75,RESOLUTION,MEDIUM,2025-06-05 22:07:00,2025-06-08 22:07:00,4320,,,True,2025-06-08 22:07:00,เกินกำหนด SLA โดยยังไม่มีการดำเนินการแก้ไข,True,2025-06-05 22:07:00,2025-06-05 22:07:00
b92880e4-58d8-45dc-a53e-5a1e6eb80915,37586491-6bcb-4d0b-8728-313a9909dbd4,RESOLUTION,MEDIUM,2025-05-15 13:39:00,2025-05-18 13:39:00,4320,720,1440,False,,,True,2025-05-15 13:39:00,2025-05-15 13:39:00
12003de4-2662-4f2b-ae46-be10e15da0c2,7002b36d-acc7-4e65-9fef-085ce3cba5f2,RESOLUTION,HIGH,2025-01-27 02:51:00,2025-01-28 02:51:00,1440,120,600,False,,,True,2025-01-27 02:51:00,2025-01-27 02:51:00
af75ace3-21cf-4e77-8819-e505a29bb2c8,e2b05c8b-7a27-4035-b070-b8b23e4fce89,RESOLUTION,MEDIUM,2025-03-15 11:46:00,2025-03-18 11:46:00,4320,960,1920,False,,,True,2025-03-15 11:46:00,2025-03-15 11:46:00
f3eca6e4-3858-467d-8f2d-4378096e5266,704a30f1-b165-4444-a3c5-7664bc64eb89,RESOLUTION,MEDIUM,2025-04-19 00:14:00,2025-04-22 00:14:00,4320,420,,True,2025-04-22 00:14:00,เกินกำหนด SLA โดยยังไม่มีการดำเนินการแก้ไข,True,2025-04-19 00:14:00,2025-04-19 00:14:00
c251e471-38c8-4913-9cb8-b1d5db77830b,7b4d4cf7-c282-4a0e-a7b1-1b898f408291,RESOLUTION,HIGH,2025-06-13 02:46:00,2025-06-14 02:46:00,1440,180,480,False,,,True,2025-06-13 02:46:00,2025-06-13 02:46:00
ff523cee-d2ec-4637-a6eb-d6ce5f3d610f,dd05f5f9-ad8a-4b10-a2d6-d6aea7b1c93e,RESOLUTION,LOW,2025-02-23 17:58:00,2025-03-02 17:58:00,10080,120,360,False,,,True,2025-02-23 17:58:00,2025-02-23 17:58:00
26b9e25c-85c5-40c4-8dc0-301f3522c2ae,6b35455b-0c84-4e75-861f-8a553687a277,RESOLUTION,MEDIUM,2025-04-02 02:41:00,2025-04-05 02:41:00,4320,540,720,False,,,True,2025-04-02 02:41:00,2025-04-02 02:41:00
74d538b7-328e-4584-be23-ba87fcdaa86f,e6feae51-90f5-4eed-b1d7-bdc0a27b2c88,RESOLUTION,LOW,2025-02-17 07:27:00,2025-02-24 07:27:00,10080,240,480,False,,,True,2025-02-17 07:27:00,2025-02-17 07:27:00
3167fa99-7afa-4c6a-a562-3b73bf25da02,d3df65fe-390f-4798-8381-e7f51f1d4b95,RESOLUTION,MEDIUM,2025-04-14 08:24:00,2025-04-17 08:24:00,4320,780,1560,False,,,True,2025-04-14 08:24:00,2025-04-14 08:24:00
aea896d6-ee40-4aa7-a2cc-aee664d5122d,b0c95cc7-97df-4687-8079-60c73e1abb2d,RESOLUTION,LOW,2025-06-28 11:44:00,2025-07-05 11:44:00,10080,540,600,False,,,True,2025-06-28 11:44:00,2025-06-28 11:44:00
d39ee3d9-48a5-481d-ba5b-64de7d6f7c1d,0f78f5fe-1d48-400c-920e-6bd829710358,RESOLUTION,LOW,2025-06-03 13:07:00,2025-06-10 13:07:00,10080,1200,2400,False,,,True,2025-06-03 13:07:00,2025-06-03 13:07:00
35fec9e8-3f90-4006-89e2-f1595921db11,ccce7a07-4c9a-4027-8947-e967723e1ab1,RESOLUTION,LOW,2025-06-16 12:36:00,2025-06-23 12:36:00,10080,,,True,2025-06-23 12:36:00,เกินกำหนด SLA โดยยังไม่มีการดำเนินการแก้ไข,True,2025-06-16 12:36:00,2025-06-16 12:36:00
b49a4c0b-457e-42e5-9231-febf3f7e8e2a,07553cef-d978-4445-8012-13fcd5936304,RESOLUTION,LOW,2025-05-06 19:28:00,2025-05-13 19:28:00,10080,480,960,False,,,True,2025-05-06 19:28:00,2025-05-06 19:28:00
18194eb3-1753-4f79-93dd-f1a300667510,8e3e9e42-6eb7-4010-82a8-0fd6e8c49f4a,RESOLUTION,MEDIUM,2025-06-30 07:08:00,2025-07-03 07:08:00,4320,60,480,False,,,True,2025-06-30 07:08:00,2025-06-30 07:08:00
15293f5d-faae-46c3-be90-f05ef28e33eb,9c9b98df-c703-45fe-bef2-fd2668f754b6,RESOLUTION,MEDIUM,2025-04-11 15:03:00,2025-04-14 15:03:00,4320,420,840,False,,,True,2025-04-11 15:03:00,2025-04-11 15:03:00
3247f070-dc8b-4fb4-8d29-bce4c8f21abf,88c23678-0742-4b5c-a0b4-904718fa18c9,RESOLUTION,MEDIUM,2025-03-29 04:48:00,2025-04-01 04:48:00,4320,600,,True,2025-04-01 04:48:00,เกินกำหนด SLA โดยยังไม่มีการดำเนินการแก้ไข,True,2025-03-29 04:48:00,2025-03-29 04:48:00
7078bb2d-96f9-4762-9599-ca5bce2019d5,26d733ba-e3ac-47c1-99a6-9b877b172cf3,RESOLUTION,LOW,2025-03-12 10:13:00,2025-03-19 10:13:00,10080,600,1800,False,,,True,2025-03-12 10:13:00,2025-03-12 10:13:00
708463cb-87ea-4bb6-bd70-be087a1bbbd8,12425b71-3f38-464b-a219-3fdba5ea4aac,RESOLUTION,LOW,2025-05-05 08:53:00,2025-05-12 08:53:00,10080,120,240,False,,,True,2025-05-05 08:53:00,2025-05-05 08:53:00
7b2b2a0c-7506-4e7f-991b-ad6c7fde38c2,78a49179-d48c-4f59-94fd-8312184e7d64,RESOLUTION,MEDIUM,2025-06-21 20:33:00,2025-06-24 20:33:00,4320,,,True,2025-06-24 20:33:00,เกินกำหนด SLA โดยยังไม่มีการดำเนินการแก้ไข,True,2025-06-21 20:33:00,2025-06-21 20:33:00
7ed5b2fd-a905-411c-a335-750dd3933150,6d3d6b05-c890-401f-8e8b-064163a686c0,RESOLUTION,LOW,2025-05-28 11:59:00,2025-06-04 11:59:00,10080,960,,True,2025-06-04 11:59:00,เกินกำหนด SLA โดยยังไม่มีการดำเนินการแก้ไข,True,2025-05-28 11:59:00,2025-05-28 11:59:00
39eee10f-93f5-4cca-b392-944a8302c400,6d5c28b1-870f-452b-aa25-105911e5dbe5,RESOLUTION,MEDIUM,2025-03-20 08:22:00,2025-03-23 08:22:00,4320,420,960,False,,,True,2025-03-20 08:22:00,2025-03-20 08:22:00
50df55db-75cd-4613-b8ab-3a524ea0d9b6,03f5d3c9-ef6a-4ab0-9a1b-ad3704f8cb67,RESOLUTION,MEDIUM,2025-05-15 14:57:00,2025-05-18 14:57:00,4320,1200,2400,False,,,True,2025-05-15 14:57:00,2025-05-15 14:57:00
040d237c-f6d5-4741-bed9-298101247546,5065f0ea-df79-4ce6-9afb-b96f2362f20a,RESOLUTION,MEDIUM,2025-04-16 10:00:00,2025-04-19 10:00:00,4320,240,420,False,,,True,2025-04-16 10:00:00,2025-04-16 10:00:00
3981f2d8-6f7c-4d87-ba52-e24c46ac2261,d1d0827c-1d94-4ef1-83a8-2d5b29e10aa7,RESOLUTION,MEDIUM,2025-04-17 17:32:00,2025-04-20 17:32:00,4320,960,1920,False,,,True,2025-04-17 17:32:00,2025-04-17 17:32:00
d5296b17-3178-4cb9-84a3-25aae7102ebd,1f7caa58-ead2-4e06-9c30-9e08366d7e56,RESOLUTION,MEDIUM,2025-05-25 10:02:00,2025-05-28 10:02:00,4320,480,1440,False,,,True,2025-05-25 10:02:00,2025-05-25 10:02:00
60d731af-d7ad-4085-8dbb-9ac959a29517,13be0ef6-816d-4b8d-883a-e73fcc587358,RESOLUTION,MEDIUM,2025-02-02 10:19:00,2025-02-05 10:19:00,4320,780,,True,2025-02-05 10:19:00,เกินกำหนด SLA โดยยังไม่มีการดำเนินการแก้ไข,True,2025-02-02 10:19:00,2025-02-02 10:19:00
a3f3e690-5080-4df1-8f10-ea0b5c269f12,566c3392-b351-4148-9db2-a046a658531c,RESOLUTION,HIGH,2025-04-26 12:56:00,2025-04-27 12:56:00,1440,420,660,False,,,True,2025-04-26 12:56:00,2025-04-26 12:56:00
27e5a396-7c59-4a7d-9b86-6d747519cf29,08cd739d-04da-4949-a7da-d70ae0eea71e,RESOLUTION,MEDIUM,2025-06-04 06:28:00,2025-06-07 06:28:00,4320,120,540,False,,,True,2025-06-04 06:28:00,2025-06-04 06:28:00
